Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
550e8400-e29b-41d4-a716-446655440002,Legal Document linked Barriers,"This theme includes responses where children are unable to enroll in school due to missing or incomplete legal documents such as Aadhaar cards, birth certificates, or identity proofs. It captures how lack of proper documentation creates administrative hurdles that keep children out of the education system.","No Aadhar card,no aadhaar,no adhar,aadhar card not made,no birth certificate,lack of Aadhar card,no ID,no id proof,no legal document,no identity proof,enrollment barriers,admission refused,adhar,aadhaar,certificate not made,document pending,lack aadhar,having aadhar,birth certificate,unable study,Aadhaar card errors,date of birth missing,name mismatch,no birth date,birth certificate pending,enrollment blocked,documents not accepted,UID not made,government ID,aadhar errors,aadhaar update,not enrolled due to document,admission refused without document,no documents for school,identity not proven,date of birth not recorded,certificate not available,proper documentation,caste certificate,residence certificate,child registration,non enrolment,wrong name",Approved,217,29294 | To help people get their Aadhar cards made | 0.7711
,,,,,,4155 | To stop child marriage in Peerapur village by educating parents and community members about its harmful effects and legal consequences | 0.7262
,,,,,,4034 | To promote girl education and eliminate child marriage in the community | 0.756
,,,,,,3974 | To empower girls through education and prevent child marriage | 0.7284
,,,,,,12908 | To empower girls through education and prevent child marriage | 0.7284
,,,,,,3969 | To empower girls in the community by delaying marriages until they complete their education | 0.7069
,,,,,,28853 | To empower girls through education and stop child marriage | 0.7292
,,,,,,29104 | To motivate girls to pursue education and reduce child marriage | 0.7374
,,,,,,15483 | To prevent early marriage by educating the girl and her parents about its harmful effects | 0.7158
,,,,,,17514 | To educate women and prevent child marriage in the community | 0.7521
,,,,,,20817 | To empower girls through education by addressing the problem of early marriage and lack of access to education | 0.7635
,,,,,,16368 | To educate children about the problems caused by child marriage and gender sensitization | 0.7283
,,,,,,21524 | To empower girls through education and prevent child marriage | 0.7284
,,,,,,8015 | To educate girls and prevent child marriage | 0.7192
,,,,,,13380 | To empower girls through education and prevent child marriage | 0.7284
,,,,,,16033 | To encourage girls who had dropped out of school to re-enroll and continue their education | 0.7293
,,,,,,7792 | To stop child marriage and promote girls' education | 0.8264
,,,,,,16026 | To prevent early marriage and promote education among girls in the community | 0.772
,,,,,,13397 | To empower girls through education and prevent child marriage | 0.7284
,,,,,,17293 | To stop child marriage and promote education | 0.8296
,,,,,,4292 | To empower girls through education and prevent child marriage | 0.7284
,,,,,,12571 | To encourage girls to attend school and prevent child marriage | 0.7726
,,,,,,28453 | To stop child marriage and promote education among girls in the village | 0.7476
,,,,,,"29278 | To create awareness about the importance of education and to encourage girls to pursue their studies, thereby reducing dropout rates and child marriages | 0.777"
,,,,,,29422 | To promote girls' education and prevent child marriage in the community | 0.722
,,,,,,40411 | To empower girls through education and delay early marriages | 0.7216
,,,,,,40256 | To stop child marriage and encourage education | 0.852
,,,,,,31085 | To stop child marriage through education and awareness | 0.8188
550e8400-e29b-41d4-a716-446655440006,School Infrastructure and Facility Issues,"This theme captures responses highlighting gaps in school facilities and infrastructure gaps. It includes issues such as inadequate classrooms, lack of basic amenities, insufficient learning resources, as well as delays, inconsistencies, or limited access to government schemes. Together, these systemic gaps reduce the attractiveness and effectiveness of schooling for children and families.","No clean water,toilets,mid day meal,scholarships,playgrounds,classrooms,pads,hygiene,books,uniforms,government schemes,sanitation,infrastructure,clean,cleanliness,no library,shortage of books,basic facilities,no electricity,no fan,PM Poshan,MDM,scholarship not received,hot meals,drinking water,reading corner,environment around school,conducive learning,well being,no toilet for girls,broken toilet,no drinking water in school,no separate toilet,no library,school building broken,no electricity in school,no blackboard,books not given on time,uniform not distributed,mid-day meal stopped,bad quality food,MDM irregularly provided,no playground,no boundary wall school,school not child friendly,compound system,play materials,water tank,coaching centre,special needs,anganwadi center,kasturba vidyalaya,upper primary school,disabled child,seating arrangement,menstruation facilities,reading interest,extracurricular",Approved,75,11 | Improve school toilet conditions | 0.8149
,,,,,,10 | Improve school toilets | 0.8533
,,,,,,39 | Make the school greener and encourage students to take responsibility for their environment | 0.7239
,,,,,,56 | To improve the sanitation facilities in schools | 0.718
,,,,,,3291 | To provide well-maintained toilets for girls in school | 0.7735
,,,,,,3687 | To provide pure drinking water for students in school | 0.744
,,,,,,"29248 | To improve sanitation facilities in schools, especially for girls, by constructing and maintaining separate toilets | 0.7379"
,,,,,,3195 | To improve cleanliness in school by addressing inadequate facilities | 0.7234
,,,,,,"41613 | To ensure children have access to drinking water in school, thereby preventing disruptions in their education | 0.796"
,,,,,,15753 | To help a poor girl get education by admitting her to Kasturba school | 0.7093
,,,,,,41680 | To empower education by informing parents about government schemes and ensuring children attend school | 0.7125
,,,,,,"29252 | To provide separate and well-maintained toilets in schools and colleges, ensuring a healthy and dignified environment for students. | 0.7197"
,,,,,,29253 | To construct and maintain separate toilets in schools and colleges | 0.7242
,,,,,,29254 | To improve educational facilities by constructing and maintaining separate toilets in schools and colleges | 0.7258
,,,,,,28673 | To encourage girls to pursue further education and overcome poverty | 0.704
,,,,,,"40518 | To address the challenge of distance between school and village, affecting girls | 0.703"
,,,,,,41337 | To improve restroom facilities in schools by addressing water problems and ensuring proper maintenance | 0.7608
,,,,,,41514 | To arrange drinking water for children in a school | 0.7986
,,,,,,41532 | To improve access to education for children in the community by addressing the issue of lack of water in schools | 0.7351
,,,,,,49010 | To reduce the number of children dropping out of school due to poor financial conditions by engaging with parents and informing them about government schemes | 0.7589
,,,,,,"49023 | To ensure children have access to drinking water in school, thereby preventing disruptions to their education | 0.7949"
,,,,,,29251 | To improve school sanitation by constructing and maintaining separate toilets for boys and girls | 0.7533
,,,,,,29131 | To provide separate and well-maintained toilets in schools and colleges | 0.7426
,,,,,,29132 | To improve the sanitation facilities in schools and colleges by constructing and maintaining separate toilets | 0.7116
,,,,,,"29133 | To provide separate and well-maintained toilets in schools and colleges, addressing the long-standing issue of inadequate sanitation facilities for students. | 0.7779"
,,,,,,29134 | To provide separate toilets for schools and colleges to improve hygiene and sanitation | 0.7093
,,,,,,29255 | To provide separate and well-maintained toilets in schools and colleges | 0.7426
,,,,,,15088 | To improve access to education for girls in rural areas by addressing the challenges they face in attending school | 0.7698
,,,,,,8746 | To improve education for girls in the community by addressing financial constraints | 0.7277
,,,,,,29090 | To ensure all female teachers have access to sanitary pads | 0.7107
,,,,,,4996 | To clean the environment around the school and promote a healthy and safe space for students | 0.732
,,,,,,9584 | To improve access to education for girls from poor financial backgrounds | 0.7581
,,,,,,19024 | To improve access to education for girls by reducing the distance barrier | 0.7517
,,,,,,4995 | To provide educational support to underprivileged children and help them access government schemes and benefits | 0.7229
,,,,,,9555 | To improve access to education for adolescent girls in rural areas | 0.7307
,,,,,,14998 | To empower girls through education by addressing the challenges they face in accessing education | 0.7141
,,,,,,"9302 | To improve the school infrastructure by constructing new toilets for girls, addressing the issue of damaged and non-functional toilets, and promoting a healthy and safe learning environment. | 0.7741"
,,,,,,28835 | To engage girls in education and prevent them from being deprived of further education | 0.703
,,,,,,15339 | To improve access to education for teenage girls in rural areas | 0.7283
,,,,,,3819 | To address the lack of staff for toilet cleaning in the school by discussing the issue with the school teachers | 0.7203
,,,,,,29017 | To provide clean drinking water for children in the school | 0.7155
,,,,,,14478 | To enhance the educational environment by addressing the lack of school infrastructure and promoting awareness about rainwater usage | 0.7189
,,,,,,15911 | To improve access to education for girls in the village | 0.7264
,,,,,,16019 | To improve girls' education by addressing the issue of distance and lack of transportation facilities | 0.7709
,,,,,,16137 | To provide clean toilets for children in schools and colleges | 0.7544
,,,,,,16216 | To provide separate and well-maintained toilets in schools and colleges | 0.7426
